NAME,HAZUSID,ADDRESS,CITY,ZIP,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,EFCLASS,BACKUP_POWER,KITCHENS,REPLACEMENT_COST,EQ_DESIGN_LEVEL,EQ_BUILD_TYPE,EQ_DF_TYPE,LD_SUS,LIQU_SUS,SOIL_TYPE,WATER_DEPTH,STRUC_DAMAGE,FLOOD_BLDG_TYPE,CONTENT_DAMAGE_FUNCT_ID,FIRST_FLOOR_HEIGHT,FLOOD_RETURN_PERIOD,FLOOD_STR_FOUND_TYPE,x,y
MARTIN CO FR ST 14 - HUTCHINSON,FL007022,801 NE OCEAN BLVD,STUART,34996,MARTIN,"-80.17659589,27.21436408",17R NL 81540 10446,C,313742000000000606,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8925217.8275206,3150279.330101226
TROPICAL FARMS COMM FIRE ST 22,FL007558,8446 SW TROPICAL AVE,STUART,34997,MARTIN,"-80.27973632,27.10182524",17R NK 71397 97917,C,073941000003000109,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8936699.367756646,3136199.236901269
MARTIN CO FR ST 21 - PALM CITY,FL007555,3290 SW MAPP RD,PALM CITY,34990,MARTIN,"-80.26971507,27.16532387",17R NL 72350 04957,M,183841000048000005,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8935583.808241405,3144142.008680785
MARTIN CO FR ST 23 - KANNER HWY,,4181 SW KANNER HWY,STUART,34997,MARTIN,"-80.24522077,27.15568603",17R NL 74783 03903,C,403841001021000005,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8932857.114554277,3142936.1620626594
STUART FIRE RESCUE ST 1,,830 SE MARTIN LUTHER KING JR BLVD,STUART,34994,MARTIN,"-80.23950612,27.19300174",17R NL 75324 08040,M,043841000000002308,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8932220.962360073,3147605.5286171976
MARTIN CO FR ST 34 - JUPITER ISLAND,,103 BUNKER HILL RD,HOBE SOUND,33455,MARTIN,"-80.11155443,27.05279174",17R NK 88108 92593,M,353842009096000105,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8917977.445878975,3130068.9291250524
MARTIN CO FR ST 36 - SOUTH COUNTY,,18405 SE COUNTY LINE RD,JUPITER,33469,MARTIN,"-80.10866853,26.98042591",17R NK 88451 84579,C,244042001001000005,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8917656.188624902,3121026.437295392
MARTIN CO FR ST 16 - JENSEN BEACH,FL007959,2710 NE SAVANNAH RD,JENSEN BEACH,34957,MARTIN,"-80.23686205,27.23730518",17R NL 75556 12949,M,213741010001000008,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8931926.625772098,3153151.3076379
MARTIN CO FR ST 30 - PORT SALERNO,FL007557,4725 SE DIXIE HWY,STUART,34997,MARTIN,"-80.19901668,27.14746161",17R NL 79367 03021,C,513841001062000300,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8927713.698723275,3141907.239473419
MARTIN CO FR ST 11 - LIFESTAR,,1865 FLYING FORTRESS RD,STUART,34996,MARTIN,"-80.22328747,27.18529258",17R NL 76936 07196,C,103841000001000001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8930415.511040574,3146640.742226125
MARTIN CO FR ST 33 - RIDGEWAY,FL006401,6900 SE RIDGEWAY TERRACE,HOBE SOUND,33455,MARTIN,"-80.16055770,27.10089211",17R NK 83212 97887,C,343842050002000113,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8923432.46485649,3136082.5494660106
MARTIN CO FR ST 32 - HOBE SOUND,FL006402,12155 SE FEDERAL HWY,HOBE SOUND,33455,MARTIN,"-80.13441968,27.05603358",17R NK 85838 92936,M,343842000083000105,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8920522.793506218,3130474.1497065085
MARTIN CO FR ST 24 - INDIANTOWN,FL006407,16550 SW WARFIELD BLVD,INDIANTOWN,34956,MARTIN,"-80.47951783,27.02842823",17R NK 51627 89690,M,363938001000000706,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8958938.943978928,3127023.9298934
STUART FIRE RESCUE ST 2,FL007025,1100 SE MONTEREY RD EXT,STUART,34994,MARTIN,"-80.23850997,27.17500840",17R NL 75435 06048,M,163841000000000108,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8932110.071821554,3145353.8018055577
MARTIN CO FR ST 18 - NORTH RIVER SHORES,FL007023,1995 NW BRITT RD,STUART,34994,MARTIN,"-80.27937558,27.23490547",17R NL 71348 12658,C,193741000000003012,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8936659.210617812,3152850.8627353776
MARTIN CO FR - FLEET MAINTENANCE,,951 SE RUHNKE ST,STUART,34994,MARTIN,"-80.24111333,27.16728421",17R NL 75182 05191,C,383841002039000000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8932399.876490867,3144387.291401374
MIAMI FIRE RESCUE ST 2,FL007572,1901 N MIAMI AVE,MIAMI,33132,MIAMI-DADE,"-80.19452765,25.79412658",17R NJ 80751 53131,M,0131360680010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8927213.982470615,2973604.900780663
VILLAGE OF HOMESTEAD FD ST 66,,3100 SE 8TH ST,HOMESTEAD,33035,MIAMI-DADE,"-80.43122415,25.46219677",17R NJ 57179 16249,C,1079210110010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8953562.916634869,2932622.745881968
MIAMI-DADE FIRE RESCUE ST 51 (HONEY HILL,FL007967,4775 NW 199TH ST,OPA LOCKA,33055,MIAMI-DADE,"-80.27988381,25.95529783",17R NJ 72095 70931,C,3011310010030,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8936715.78648667,2993545.440247618
MIAMI-DADE FIRE RESCUE ST 28 (HIALEAH),FL002696,8790 NW 103RD ST,HIALEAH,33016,MIAMI-DADE,"-80.33859811,25.86795618",17R NJ 66266 61227,C,2730030440020,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8943251.83273241,2982735.920283367
MIAMI-DADE FIRE RESCUE ST 58 (TAMIAMI),FL007054,12700 SW 6TH ST,MIAMI,33184,MIAMI-DADE,"-80.40134534,25.76182431",17R NJ 60032 49444,C,3049020380010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8950236.82229151,2969611.6431280617
MIAMI-DADE FIRE RESCUE ST 73 (FIREBOAT),,975 N AMERICA WAY,MIAMI,33132,MIAMI-DADE,"-80.17691766,25.77738442",17R NJ 82528 51288,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8925253.647103202,2971535.07366225
KEY BISCAYNE FD ST 1,FL007962,560 CRANDON BLVD,KEY BISCAYNE,33149,MIAMI-DADE,"-80.16409798,25.69071148",17R NJ 83874 41698,M,2442320010060,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8923826.567280855,2960824.3897671835
CORAL GABLES FD ST 3,FL002635,11911 OLD CUTLER RD,MIAMI,33156,MIAMI-DADE,"-80.28233750,25.66336306",17R NJ 72026 38599,M,0351070030010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8936988.930285761,2957446.404307658
HIALEAH STATION 4,FL007034,251 E 12TH AVE,MIAMI,33142,MIAMI-DADE,"-80.25672888,25.82465597",17R NJ 74496 56476,M,0431160110220,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8934138.191458123,2977379.9926542784
MIAMI-DADE FIRE RESCUE ST 32,FL007562,358 NE 168TH ST,MIAMI,33162,MIAMI-DADE,"-80.19298596,25.92893408",17R NJ 80814 68062,C,0722070810010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8927042.362118708,2990281.7837351346
MIAMI-DADE FIRE RESCUE ST 13 ,FL007049,6000 SW 87TH AVE,MIAMI,33173,MIAMI-DADE,"-80.33524274,25.71247317",17R NJ 66689 44010,C,3040280000010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8942878.314227974,2963512.8752046004
MIAMI-DADE FIRE RESCUE ST 6 (MODELLO),FL007062,15890 SW 288TH ST,HOMESTEAD,33033,MIAMI-DADE,"-80.44887347,25.49903296",17R NJ 55387 20321,C,3079050030010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8955527.629491406,2937165.169326988
MIAMI-DADE FIRE RESCUE ST 11,FL007966,18705 NW 27TH AVE,OPA LOCKA,33056,MIAMI-DADE,"-80.24515654,25.94481400",17R NJ 75579 69790,C,3421030010700,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8932849.964656891,2992247.525097034
MIAMI-DADE FIRE RESCUE ST 42 (FSHER ISL),FL007576,65 FISHER ISLAND DR,MIAMI BEACH,33109,MIAMI-DADE,"-80.13966528,25.76327603",17R NJ 86274 49750,C,3042100000020,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8921106.731506025,2969791.083727644
DORAL FIRE HEADQUARTERS,,9300 NW 36TH ST STE 234,MIAMI,33178,MIAMI-DADE,"-80.34942417,25.80949108",17R NJ 65213 54747,C,3530280010010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8944456.983612336,2975504.6664009336
FIRE HEADQUARTERS,,9300 NW 36TH ST STE 234,MIAMI,33178,MIAMI-DADE,"-80.34942417,25.80949108",17R NJ 65213 54747,C,3530280010010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8944456.983612336,2975504.6664009336
FIRE HEADQUARTERS,,9300 NW 36TH ST STE 234,MIAMI,33178,MIAMI-DADE,"-80.34942417,25.80949108",17R NJ 65213 54747,C,3530280010010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8944456.983612336,2975504.6664009336
EASTERN SHORES FD ST 78,,16435 NE 35TH AVE,NORTH MIAMI BEACH,33160,MIAMI-DADE,"-80.13577995,25.93171717",17R NJ 86541 68407,C,0722100022640,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8920674.218644312,2990626.2773819612
MIAMI STATION 13,,990 NE 79TH ST,MIAMI,-3239,MIAMI-DADE,"-80.17675944,25.84783092",17R NJ 82495 59090,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8925236.034859432,2980246.324972586
MIAMI-DADE FIRE RESCUE ST 38 (GLDN GLDS),FL007052,575 NW 199TH ST,MIAMI,33169,MIAMI-DADE,"-80.21281345,25.95724905",17R NJ 78809 71186,C,3411360000094,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8929249.547904776,2993787.018396632
MIAMI-DADE FIRE RESCUE ST 25,FL007564,4600 NW 148TH ST,OPA LOCKA,33054,MIAMI-DADE,"-80.27676655,25.90909722",17R NJ 72436 65816,C,3021190010010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8936368.775243195,2987826.594584786
MIAMI FIRE RESCUE ST 6,FL007571,701 NW 36TH ST,MIAMI,33127,MIAMI-DADE,"-80.20789548,25.81034064",17R NJ 79400 54919,M,0131230460010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8928702.081952922,2975609.7184059704
FD ST 88 SUPPORT,,6000 SW 87TH AVE,MIAMI-DADE,-3236,MIAMI-DADE,"-80.33518077,25.71265562",17R NJ 66695 44030,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8942871.415735347,2963535.4178325743
MIAMI FIRE RESCUE ST 12,FL007035,1455 NW 46TH ST,MIAMI,33142,MIAMI-DADE,"-80.22060904,25.81753723",17R NJ 78121 55708,M,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8930117.349625718,2976499.6417026976
MIAMI-DADE FIRE RESCUE ST 48 (FTNTNBLU),FL006414,8825 NW 18TH TER,MIAMI,33172,MIAMI-DADE,"-80.33877642,25.79114063",17R NJ 66291 52720,C,3530330340030,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8943271.682102965,2973235.7275905474
MIAMI-DADE FIRE RESCUE ST 45 (DORAL),FL007588,9710 NW 58TH ST,MIAMI,33178,MIAMI-DADE,"-80.35443349,25.82573560",17R NJ 64702 56544,C,3530200380630,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8945014.61892763,2977513.5113739786
MIAMI-DADE FIRE RESCUE ST 47 (WSTCHSTR),FL007587,9361 SW 24TH ST,MIAMI,33165,MIAMI-DADE,"-80.34694708,25.74770925",17R NJ 65495 47906,C,3040090000175,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8944181.235482462,2967867.0593405464
MIAMI-DADE FIRE RESCUE ST 29 SWEETWATER,FL007589,351 SW 107TH AVE,MIAMI,33174,MIAMI-DADE,"-80.36837210,25.76521051",17R NJ 63337 49834,C,2540050010511,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8946566.25804675,2970030.1996912225
HIALEAH FD ST 6,FL006408,780 W 25TH ST,HIALEAH,33010,MIAMI-DADE,"-80.29774011,25.84394403",17R NJ 70374 58589,M,0430120460010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8938703.541000014,2979765.546491357
MIAMI FIRE RESCUE ST 3,FL007579,1103 NW 7TH ST,MIAMI,33136,MIAMI-DADE,"-80.21378761,25.78053685",17R NJ 78829 51615,M,0131350300010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8929357.991246546,2971924.784692882
MIAMI FIRE RESCUE ST 7,FL007043,314 BEACOM BLVD,MIAMI,33135,MIAMI-DADE,"-80.23498108,25.76886239",17R NJ 76711 50309,M,0141030371360,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8931717.237855157,2970481.6095113563
MIAMI-DADE FIRE RESCUE ST 34,FL007599,10850 SW 211TH ST,MIAMI,33189,MIAMI-DADE,"-80.36742077,25.57087284",17R NJ 63536 28313,C,3660070000552,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8946460.356206957,2946028.0525838784
MIAMI-DADE FIRE RESCUE ST 33 (AVENTURA),FL007560,2601 POINT EAST DR,NORTH MIAMI BEACH,33160,MIAMI-DADE,"-80.14827834,25.93996873",17R NJ 85283 69313,M,2822100000120,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8922065.532913096,2991647.7111162078
HIALEAH FD ST 1,FL007961,93 E 5TH ST,HIALEAH,33010,MIAMI-DADE,"-80.27993130,25.82670858",17R NJ 72169 56690,M,0431180012300,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8936721.073016705,2977633.8418362513
MIAMI-DADE FIRE RESCUE ST 22 (INTERAMA),FL007026,15655 BISCAYNE BLVD,NORTH MIAMI BEACH,33160,MIAMI-DADE,"-80.15540707,25.91953730",17R NJ 84584 67045,C,0622160000020,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8922859.099447407,2989118.701838689
MIAMI-DADE FIRE RESCUE ST 17,FL007590,7050 NW 36TH ST,MIAMI,33166,MIAMI-DADE,"-80.31187676,25.80899448",17R NJ 68977 54711,C,3030260050010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8940277.225355424,2975443.259412663
MIAMI-DADE FIRE RESCUE ST 21 (HAULOVER),FL007559,10500 COLLINS AVE,MIAMI BEACH,33154,MIAMI-DADE,"-80.12521161,25.90202358",17R NJ 87621 65125,C,3022140080010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8919497.755892524,2986951.195478461
MIAMI-DADE FIRE RESCUE ST 31 (N MIA BCH),FL007960,17050 NE 19TH AVE,MIAMI,33162,MIAMI-DADE,"-80.16269493,25.93292007",17R NJ 83844 68523,C,0722090060120,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8923670.38015768,2990775.1765414355
MIAMI-DADE FIRE RESCUE ST 57 (W KNDL),FL006416,8501 SW 127TH AVE,MIAMI,33183,MIAMI-DADE,"-80.40102947,25.68882009",17R NJ 60101 41359,C,3049350250010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8950201.659738015,2960590.7471945337
MIAMI-DADE FIRE RESCUE ST 27,FL007040,7903 EAST DR,MIAMI BEACH,33141,MIAMI-DADE,"-80.15732596,25.84888718",17R NJ 84442 59219,C,2332090010070,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8923072.709612036,2980376.9797062934
MIAMI-DADE FIRE RESCUE ST 14,FL007046,5860 SW 70TH ST,MIAMI,33143,MIAMI-DADE,"-80.28855259,25.70588980",17R NJ 71377 43305,M,0940250760010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8937680.790763233,2962699.499670435
MIAMI-DADE FIRE RESCUE ST 49 (PNCRST),FL007583,10850 SW 57TH AVE,MIAMI,33156,MIAMI-DADE,"-80.28445401,25.67050454",17R NJ 71809 39389,C,2050120080065,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8937224.539063146,2958328.421130728
MIAMI FIRE RESCUE ST 14 (TEMP),,2119 SW 19TH ST,MIAMI,33145,MIAMI-DADE,"-80.22857654,25.75499693",17R NJ 77363 48778,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8931004.287271474,2968767.7708721613
MIAMI-DADE FIRE RESCUE ST 8 (AVNTRA),FL007028,2900 NE 199th ST,MIAMI,33180,MIAMI-DADE,"-80.14324196,25.96050757",17R NJ 85772 71591,C,2822030320020,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8921504.885343172,2994190.458853412
MIAMI FIRE RESCUE ST 5,FL007036,1200 NW 20TH ST,MIAMI,33125,MIAMI-DADE,"-80.21552629,25.79474766",17R NJ 78645 53188,M,0131350010010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8929551.54025887,2973681.6907849195
MIAMI-DADE FIRE RESCUE ST 40,FL006410,975 SW 62ND AVE,MIAMI,33144,MIAMI-DADE,"-80.29549605,25.76197582",17R NJ 70647 49513,C,1540120420010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8938453.733166521,2969630.371246866
MIAMI-DADE FIRE RESCUE ST 26 (OPA LOCKA),FL007030,3190 NW 119TH ST,MIAMI,33167,MIAMI-DADE,"-80.25090752,25.88214582",17R NJ 75043 62846,C,3021330010010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8933490.160634298,2984491.5056388346
HIALEAH FD ST 5,FL007051,1197 W 74TH ST,HIALEAH,33014,MIAMI-DADE,"-80.30748050,25.89006457",17R NJ 69371 63692,M,0420250010470,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8939787.835696239,2985471.328027254
MIAMI-DADE FIRE RESCUE ST 3 (TROPICAL),FL007582,3911 SW 82ND AVE,MIAMI,33155,MIAMI-DADE,"-80.32717555,25.73400223",17R NJ 67486 46398,C,3040150000360,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8941980.279276384,2966173.1059016134
NORTH MIAMI EAST FD ST 20,FL007027,13000 NE 16TH AVE,MIAMI,33161,MIAMI-DADE,"-80.16692686,25.89571978",17R NJ 83447 64400,M,0622290580130,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8924141.476538295,2986171.1131174136
MIAMI-DADE FIRE RESCUE ST 76 (B HRB ISL),,1165 95TH ST,BAY HARBOR ISLANDS,33154,MIAMI-DADE,"-80.13237507,25.88583569",17R NJ 86915 63328,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8920295.188816383,2984948.061424933
MIAMI-DADE FIRE RESCUE ST 15,FL007577,2 CRANDON BLVD,KEY BISCAYNE,33149,MIAMI-DADE,"-80.16080513,25.70286901",17R NJ 84196 43046,C,3042320010010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8923460.008200789,2962326.296797081
MIAMI-DADE FIRE RESCUE ST 19,FL007563,650 NW 131ST ST,MIAMI,33168,MIAMI-DADE,"-80.21022178,25.89443273",17R NJ 79111 64231,C,0621250010050,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8928961.04495587,2986011.8491999432
HIALEAH FD ST 7,FL007968,7590 W 24TH AVE,HIALEAH,33016,MIAMI-DADE,"-80.33246480,25.89097677",17R NJ 66867 63780,M,0420270010340,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8942569.075694034,2985584.202946593
MIAMI-DADE FIRE RESCUE ST 4 (CORAL REEF),FL006412,9201 SW 152ND ST,MIAMI,33176,MIAMI-DADE,"-80.34215480,25.62925301",17R NJ 66041 34791,C,3050210010040,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8943647.761404073,2953234.329919582
HIGHLAND OAKS,,1655 NE 205TH ST,MIAMI,33179,MIAMI-DADE,"-80.17299557,25.96504546",17R NJ 82790 72074,C,3012320000181,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8924817.041816676,2994752.317582103
REDLAND FIRE RESCUE ST 60,FL007597,17605 SW 248TH ST,HOMESTEAD,33031,MIAMI-DADE,"-80.47680590,25.53614658",17R NJ 52564 24420,C,3069190020010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8958637.053091189,2941743.212302696
HIALEAH  STATION 8,,5405 W 18TH AVE,HIALEAH,33012,MIAMI-DADE,"-80.31829568,25.87210235",17R NJ 68298 61697,M,0420350010320,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8940991.776878534,2983248.8753075995
MIAMI-DADE FIRE RESCUE ST 2,FL007032,6460 NW 27TH AVE,MIAMI,33147,MIAMI-DADE,"-80.24165029,25.83332000",17R NJ 76002 57444,C,3031160000051,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8932459.650554664,2978451.5145336185
MIAMI LAKES WEST FD,,15325 NW 77TH CT,MIAMI LAKES,33016,MIAMI-DADE,"-80.32751495,25.91257558",17R NJ 67351 66174,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8942018.060641836,2988257.07768506
MIAMI-DADE FIRE RESCUE ST 87/HQ,FL000143,9300 NW 41ST ST,MIAMI,33178,MIAMI-DADE,"-80.34921261,25.81019134",17R NJ 65234 54825,C,3530280010010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8944433.433078997,2975591.2567944755
MIAMI-DADE FIRE RESCUE ST 56,FL007056,16250 SW 72ND ST,MIAMI,33193,MIAMI-DADE,"-80.45616996,25.69821245",17R NJ 54564 42375,C,3049320250010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8956339.870990416,2961751.02055176
TRAIL FIRE DEPARTMENT ST 61,FL007055,15155 SW 10TH ST,MIAMI,33194,MIAMI-DADE,"-80.44051008,25.75763652",17R NJ 56107 48963,C,3049040022960,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8954596.62148719,2969094.022636126
ULETA FD ST 32,,358 NE 168TH ST,NORTH MIAMI BEACH,-3237,MIAMI-DADE,"-80.19333265,25.93056004",17R NJ 80778 68242,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8927080.955659986,2990483.0459746653
MIAMI-DADE FIRE RESCUE ST 39 (MIA PORT),FL007039,641 EUROPE WAY,MIAMI,33132,MIAMI-DADE,"-80.16967838,25.77483916",17R NJ 83256 51011,C,0142050000010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8924447.774034955,2971220.4290437885
HIALEAH FD ST 2,FL007565,4200 E 8TH AVE,HIALEAH,33013,MIAMI-DADE,"-80.26712411,25.86116162",17R NJ 73431 60513,M,0431050100460,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8935295.382838544,2981895.3520503896
MIAMI-DADE FIRE RESCUE ST 43 (RCHMND),FL007053,13390 SW 152ND ST,MIAMI,33177,MIAMI-DADE,"-80.41013325,25.62597513",17R NJ 59218 34395,C,3059260030010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8951215.088308707,2952829.624949205
